Wall time,Step,Value
1744939910.7700322,4,6.591259956359863
1744939967.457866,14,3.5411999225616455
1744939973.2125022,15,1.7090599536895752
1744939990.3641794,18,1.702530026435852
1744939996.077639,19,2.1280899047851562
1744940013.5715084,22,2.455120086669922
1744940037.0582628,26,1.3109400272369385
1744940042.8593075,27,1.9963799715042114
1744940118.7275114,40,1.1027100086212158
1744940157.891907,47,0.22308999300003052
1744940163.4374075,48,0.1418599933385849
1744940168.9408038,49,0.13233999907970428
1744940196.655938,54,0.1848600059747696
1744940240.7721405,62,0.12881000339984894
1744940246.2883253,63,0.14021000266075134
1744940262.8161767,66,0.15273000299930573
1744940268.2955153,67,0.23637999594211578
1744940284.8413146,70,0.1153699979186058
1744940290.36062,71,0.2798300087451935
1744940323.34721,77,0.11862999945878983
1744940350.9904685,82,0.41512998938560486
1744940389.6840482,89,0.23982000350952148
1744940444.7089925,99,0.30972999334335327
1744940466.9504774,103,0.2253500074148178
1744940483.4281516,106,0.5945799946784973
1744940488.9733486,107,0.6085699796676636
1744940539.3563561,116,0.5102900266647339
1744940567.4286985,121,0.5650200247764587
1744940589.8578017,125,0.47051000595092773
1744940595.4650795,126,0.31470999121665955
1744940606.6199453,128,0.29684001207351685
1744940617.76725,130,1.208150029182434
1744940651.0075557,136,0.2690599858760834
1744940656.6468062,137,1.151610016822815
1744940695.396497,144,0.686959981918335
1744940706.3848424,146,1.8820300102233887
1744940711.896266,147,1.0703200101852417
1744940728.3832746,150,2.616039991378784
1744940767.2823834,157,1.972659945487976
1744940784.004313,160,1.289720058441162
1744940795.1617014,162,0.967960000038147
1744940806.4235466,164,2.145550012588501
1744940845.0573096,171,0.590910017490387
1744940850.6426544,172,0.4764400124549866
1744940878.2885637,177,1.3438600301742554
1744940917.2988527,184,0.8518400192260742
1744940923.0667157,185,2.15844988822937
1744940928.841944,186,1.5304800271987915
1744940951.6652913,190,0.3006399869918823
1744940957.351053,191,0.13248999416828156
1744940962.9098897,192,1.4664700031280518
1744941002.076939,199,1.4249600172042847
1744941019.1958654,202,0.4172300100326538
1744941025.004389,203,1.6550400257110596
1744941030.7226603,204,0.2870100140571594
1744941036.4591453,205,0.15755000710487366
1744941048.0296712,207,0.7725300192832947
1744941070.8685305,211,1.2600599527359009
1744941082.2796772,213,0.4556100070476532
1744941093.7174,215,0.4874500036239624
1744941122.0417848,220,1.4144599437713623
1744941127.7734087,221,1.6394399404525757
1744941144.627431,224,0.8258500099182129
1744941172.5466695,229,2.8205699920654297
1744941255.8319838,244,2.2561099529266357
1744941261.4105687,245,0.9376000165939331
1744941266.9415033,246,1.8280400037765503
1744941333.795089,258,0.1322699934244156
1744941339.4146798,259,1.9866600036621094
1744941344.9957337,260,1.535640001296997
1744941406.069042,271,0.14598999917507172
1744941422.3924081,274,1.4705499410629272
1744941433.3001428,276,1.0346800088882446
1744941444.5168087,278,0.179299995303154
1744941466.6605022,282,2.2605700492858887
1744941483.2920315,285,1.5347700119018555
1744941500.0292575,288,0.9048600196838379
1744941511.1083784,290,0.6799700260162354
1744941538.8629813,295,2.2205100059509277
1744941550.0290248,297,1.1505199670791626
1744941555.613978,298,2.5452799797058105
1744941599.7930768,306,0.9779199957847595
1744941610.7059407,308,0.04698000103235245
1744941632.7518036,312,0.6647599935531616
1744941654.8788373,316,1.0767600536346436
1744941666.0676892,318,1.6025199890136719
1744941671.6502569,319,0.8573700189590454
1744941688.506919,322,1.695430040359497
1744941771.9721224,337,2.418299913406372
1744941777.5335064,338,0.14337000250816345
1744941805.442761,343,0.25009000301361084
1744941816.7122629,345,0.34198999404907227
1744941822.3576458,346,0.2946000099182129
1744941856.05628,352,1.3271100521087646
1744941867.0999339,354,0.26600998640060425
1744941889.186543,358,0.22378000617027283
1744941922.265436,364,0.06244000047445297
1744941927.7990696,365,0.4498800039291382
1744941933.3048892,366,1.4582600593566895
1744941938.836958,367,0.12801000475883484
1744941999.3054566,378,1.0332900285720825
1744942043.1282547,386,1.038789987564087
1744942065.1228316,390,1.1948399543762207
1744942076.0084317,392,1.2144900560379028
1744942103.0234718,397,0.4584200084209442
1744942130.020115,402,0.875760018825531
1744942140.8613985,404,0.19944000244140625
1744942201.3232331,415,0.23142999410629272
1744942234.8876054,421,1.7846499681472778
1744942240.4542887,422,1.945520043373108
1744942262.6840162,426,0.09021999686956406
1744942317.9315343,436,0.36114999651908875
1744942323.4920216,437,0.7046499848365784
