Wall time,Step,Value
1745025439.2152686,4,-2.6451199054718018
1745025508.3184087,14,-2.018749952316284
1745025515.49923,15,-1.9183800220489502
1745025536.889387,18,-1.6132700443267822
1745025543.9345984,19,-1.5485700368881226
1745025565.7496555,22,-1.4183900356292725
1745025595.5207634,26,-1.3108500242233276
1745025602.8033316,27,-1.3319200277328491
1745025702.5465717,40,-0.8528800010681152
1745025757.2872849,47,-0.20997999608516693
1745025764.9828503,48,-0.18081000447273254
1745025772.8649766,49,-0.12807999551296234
1745025811.9542046,54,-0.0528700016438961
1745025876.4137042,62,0.05536000058054924
1745025884.7775564,63,0.07196000218391418
1745025908.7393708,66,0.16550999879837036
1745025916.8388746,67,0.1806199997663498
1745025940.8721178,70,0.19850000739097595
1745025948.909136,71,0.20733000338077545
1745025997.7552655,77,0.3326700031757355
1745026037.9858835,82,0.42895999550819397
1745026093.6013193,89,0.5429099798202515
1745026174.9428189,99,0.7027300000190735
1745026206.7875676,103,0.7075899839401245
1745026230.6734989,106,0.7446799874305725
1745026238.625078,107,0.7632899880409241
1745026309.2140448,116,0.8161699771881104
1745026347.912685,121,0.857200026512146
1745026379.1550272,125,0.9181299805641174
1745026386.824955,126,0.9311800003051758
1745026402.017952,128,0.914359986782074
1745026417.394869,130,0.9206600189208984
1745026462.3730862,136,0.9142100214958191
1745026469.896203,137,0.8963599801063538
1745026520.0181453,144,0.8225600123405457
1745026533.732664,146,0.797950029373169
1745026540.738276,147,0.7970899939537048
1745026561.6599624,150,0.8340100049972534
1745026611.6831355,157,0.8564199805259705
1745026632.6241446,160,0.8779100179672241
1745026646.9018316,162,0.9085999727249146
1745026661.4140801,164,0.971750020980835
1745026711.5358217,171,0.9378600120544434
1745026718.5153787,172,0.9479399919509888
1745026754.3089764,177,0.9838899970054626
1745026805.056704,184,0.9383299946784973
1745026812.0586138,185,0.922730028629303
1745026818.747051,186,0.9109200239181519
1745026845.1597154,190,0.9103500247001648
1745026851.9359717,191,0.9127600193023682
1745026858.768754,192,0.9194599986076355
1745026908.805696,199,0.9645599722862244
1745026931.05493,202,0.8578900098800659
1745026938.561951,203,0.8540400266647339
1745026946.0260675,204,0.8684499859809875
1745026953.2820551,205,0.9069399833679199
1745026967.606287,207,1.0763800144195557
1745026997.3026972,211,0.8642600178718567
1745027012.0924232,213,1.002940058708191
1745027026.783656,215,1.1009600162506104
1745027064.681691,220,1.108680009841919
1745027072.0338016,221,1.125309944152832
1745027094.4162838,224,1.1624499559402466
1745027132.0951676,229,1.5511499643325806
1745027244.7721956,244,0.8607800006866455
1745027251.5995743,245,0.8517100214958191
1745027258.7561076,246,0.8540599942207336
1745027344.0692203,258,1.3089599609375
1745027351.2910287,259,1.3421499729156494
1745027358.684221,260,1.2672100067138672
1745027433.8907084,271,0.9139800071716309
1745027455.5297272,274,0.9849600195884705
1745027470.1848354,276,0.9825000166893005
1745027484.9825075,278,0.9720399975776672
1745027514.0327597,282,0.9637399911880493
1745027535.6524422,285,0.8514900207519531
1745027557.0896606,288,0.8938999772071838
1745027571.4692626,290,0.8355900049209595
1745027608.4686878,295,1.2057199478149414
1745027622.5893312,297,1.02114999294281
1745027629.6710668,298,0.9325799942016602
1745027686.3786578,306,0.8616700172424316
1745027700.6279757,308,0.8986300230026245
1745027728.9614131,312,0.7279000282287598
1745027757.1532567,316,0.7431600093841553
1745027771.357644,318,0.8177400231361389
1745027778.4462323,319,0.9783099889755249
1745027800.5074768,322,1.3322700262069702
1745027910.5567214,337,1.216380000114441
1745027918.1465163,338,1.1773799657821655
1745027956.106642,343,1.2575000524520874
1745027971.3112094,345,1.001579999923706
1745027978.6392667,346,1.0945199728012085
1745028023.7059827,352,0.6563400030136108
1745028039.0749674,354,0.6476100087165833
1745028069.5472133,358,1.0973600149154663
1745028115.1320193,364,1.0290700197219849
1745028122.6746995,365,0.6252599954605103
1745028130.0959628,366,0.195360004901886
1745028137.611576,367,0.2503899931907654
1745028219.4069748,378,0.6251400113105774
1745028280.5522654,386,1.3441400527954102
1745028311.322309,390,1.1599899530410767
1745028326.5592318,392,1.108049988746643
1745028364.258465,397,1.113070011138916
1745028401.0475714,402,0.8839600086212158
1745028415.054946,404,0.9227200150489807
1745028498.6105022,415,1.4200999736785889
1745028544.2121828,421,1.110569953918457
1745028551.911909,422,1.063040018081665
1745028582.0351555,426,1.329949975013733
1745028656.0611644,436,0.922950029373169
1745028663.5231986,437,1.151900053024292
1745028678.647286,439,1.499690055847168
1745028708.994189,443,1.4027400016784668
1745028716.5973113,444,1.3852499723434448
1745028732.136943,446,1.3534499406814575
1745028762.9284153,450,1.3628300428390503
1745028777.871672,452,1.2164100408554077
1745028808.2003138,456,1.4433000087738037
1745028845.7776866,461,1.0198800563812256
1745028875.915287,465,1.1749800443649292
1745028898.0119123,468,1.58951997756958
1745028913.1490576,470,1.3260899782180786
1745028943.4750936,474,1.2317700386047363
1745028951.063157,475,1.130020022392273
1745028989.2261152,480,1.2700899839401245
1745028996.794822,481,1.1253199577331543
1745029042.8033204,487,1.0459500551223755
1745029058.098442,489,0.9222599864006042
1745029095.713141,494,1.154379963874817
1745029125.3438692,498,1.4404900074005127
1745029207.169651,509,1.4671499729156494
1745029214.8766396,510,1.4492599964141846
1745029222.2496126,511,1.4851399660110474
1745029229.5684326,512,1.5006999969482422
1745029236.9384587,513,1.4849599599838257
1745029244.4516637,514,1.4462300539016724
1745029266.5235553,517,0.7701299786567688
1745029273.7346022,518,0.8197399973869324
1745029281.162544,519,1.0978800058364868
1745029386.2796702,533,1.3862600326538086
1745029393.8541627,534,1.5302300453186035
1745029409.1427035,536,1.582919955253601
1745029416.7523549,537,1.6463600397109985
1745029424.2945073,538,1.6379899978637695
1745029439.4539416,540,1.7146300077438354
1745029469.4395118,544,1.7012499570846558
1745029484.5874507,546,1.4644399881362915
1745029514.6549084,550,1.5607000589370728
1745029529.755489,552,1.5242199897766113
1745029559.06502,556,1.5070500373840332
1745029604.0284395,562,0.526639997959137
1745029619.1371915,564,1.205340027809143
1745029649.0725772,568,1.0306899547576904
1745029686.0076344,573,1.4994200468063354
1745029769.1131673,584,1.409999966621399
1745029776.698707,585,1.3817600011825562
1745029798.9739091,588,1.4921300411224365
1745029813.7677565,590,1.4578100442886353
1745029821.1714854,591,1.4875799417495728
1745029843.6611404,594,1.5986100435256958
1745029858.9063537,596,1.51774001121521
1745029910.2105799,603,1.4983400106430054
1745029947.619555,608,1.5323599576950073
1745029985.2255862,613,1.728410005569458
1745029992.7345843,614,1.7549500465393066
1745030052.1043797,622,1.4105900526046753
1745030059.242416,623,1.4332799911499023
1745030080.781232,626,0.9984599947929382
1745030095.1997497,628,0.884090006351471
1745030102.2689018,629,0.8684399724006653
1745030132.0641456,633,1.175130009651184
1745030161.9206536,637,1.2120800018310547
1745030205.4578865,643,0.8898000121116638
1745030212.5013235,644,0.8884699940681458
1745030248.5890434,649,0.9111899733543396
1745030263.3756278,651,0.926010012626648
1745030292.3949287,655,0.858780026435852
1745030314.2024643,658,0.7611100077629089
1745030329.1380603,660,0.8167499899864197
1745030380.9688163,667,0.8057199716567993
1745030403.9175303,670,1.4946999549865723
1745030440.7884364,675,0.8888900279998779
1745030447.8888497,676,0.7631199955940247
1745030475.9906592,680,0.8107500076293945
1745030504.211104,684,0.852940022945404
1745030563.1491094,692,1.2642500400543213
1745030578.0025442,694,1.2343499660491943
1745030593.258145,696,1.3496099710464478
1745030600.4906,697,1.2066700458526611
1745030638.1072245,702,1.6487799882888794
1745030698.594073,710,1.5848699808120728
1745030736.4768493,715,1.6890599727630615
1745030781.833406,721,1.7018699645996094
1745030797.1842794,723,1.5683000087738037
1745030812.3822982,725,1.5054099559783936
1745030820.0432794,726,1.5040700435638428
1745030835.2548766,728,1.6042399406433105
1745030842.82145,729,1.6066700220108032
1745030857.7830164,731,1.5684599876403809
1745030865.5212636,732,1.5135899782180786
1745030873.1449592,733,1.4714299440383911
1745030911.4415705,738,1.1379200220108032
1745030957.1313622,744,1.4086699485778809
1745031110.474046,764,1.4766099452972412
1745031118.0211544,765,1.523169994354248
1745031170.9106932,772,1.6282399892807007
1745031193.86005,775,1.5881600379943848
1745031201.555025,776,1.4320199489593506
1745031216.5229776,778,0.6261900067329407
1745031231.171321,780,0.60343998670578
1745031245.9123225,782,0.5468599796295166
1745031289.1916323,788,0.4372299909591675
1745031404.5190778,804,0.7249400019645691
1745031411.7219758,805,0.6537899971008301
1745031425.515297,807,0.4397599995136261
1745031447.2617111,810,0.8975200057029724
1745031506.950855,818,1.5385899543762207
1745031514.6475718,819,1.5442700386047363
1745031582.6252596,828,1.567829966545105
1745031612.503878,832,1.3167599439620972
1745031619.9350352,833,1.2146999835968018
1745031634.1741533,835,0.8651800155639648
1745031641.5288675,836,0.8913999795913696
1745031664.3203437,839,1.4707200527191162
1745031672.15461,840,1.4589699506759644
1745031694.6099744,843,1.2833199501037598
1745031709.181243,845,0.9964699745178223
1745031753.296574,851,0.9339500069618225
1745031797.3301058,857,1.2895100116729736
1745031820.2337353,860,1.3971099853515625
1745031835.053355,862,1.6122100353240967
1745031864.3104103,866,1.6606999635696411
1745031894.6525137,870,1.6699199676513672
1745031901.9893095,871,1.6608099937438965
1745031999.3141067,884,1.824180006980896
1745032014.0884984,886,1.905419945716858
1745032059.4124286,892,1.9203399419784546
1745032081.9939222,895,1.986799955368042
1745032096.9031005,897,1.9793299436569214
1745032126.7164824,901,1.9264899492263794
1745032134.4381125,902,1.90871000289917
1745032178.9305398,908,0.013749999925494194
1745032192.8775852,910,0.003819999983534217
1745032250.8383415,918,0.06696999818086624
1745032272.0625994,921,0.2815600037574768
1745032321.215978,928,0.640209972858429
1745032335.8747606,930,0.6897100210189819
1745032343.2058198,931,0.5737299919128418
1745032350.5228918,932,0.5460600256919861
1745032422.3798256,942,0.8936200141906738
1745032473.2968512,949,0.6977699995040894
1745032493.985945,952,0.7345899939537048
1745032515.0562854,955,0.7135499715805054
1745032573.3786786,963,0.4332300126552582
1745032682.8734322,978,0.6746199727058411
1745032690.047918,979,0.5451899766921997
1745032711.41719,982,0.6375300288200378
1745032740.9438326,986,1.0063300132751465
1745032770.5070782,990,1.1166399717330933
1745032785.5293694,992,1.0120500326156616
1745032800.198081,994,0.885640025138855
